vol,db
0.2101590484380722,-13.54903793334961 
0.19829130172729492,-14.053926467895508 
0.1864372193813324,-14.589347839355469 
0.1751241683959961,-15.133077621459961 
0.16410976648330688,-15.697311401367188 
0.1535216122865677,-16.276609420776367 
0.14346806704998016,-16.86489486694336 
0.13373081386089325,-17.475370407104492 
0.1336284726858139,-17.482019424438477 
0.13373081386089325,-17.475370407104492 
0.1336284726858139,-17.482019424438477 
0.13373081386089325,-17.475370407104492 
0.1336284726858139,-17.482019424438477 
0.13373081386089325,-17.475370407104492 
0.1336284726858139,-17.482019424438477 
0.13373081386089325,-17.475370407104492 
0.1336284726858139,-17.482019424438477 
0.12451868504285812,-18.09531021118164 
0.1156293973326683,-18.73863410949707 
0.10716264694929123,-19.399131774902344 
0.09919872879981995,-20.06987762451172 
0.09155960381031036,-20.76592254638672 
0.09147968888282776,-20.77350616455078 
0.09139984846115112,-20.781089782714844 
0.09155960381031036,-20.76592254638672 
0.09147968888282776,-20.77350616455078 
0.09139984846115112,-20.781089782714844 
0.09155960381031036,-20.76592254638672 
0.09147968888282776,-20.77350616455078 
0.09139984846115112,-20.781089782714844 
0.09155960381031036,-20.76592254638672 
0.09147968888282776,-20.77350616455078 
0.09139984846115112,-20.781089782714844 
0.08440376073122025,-21.472763061523438 
0.08432817459106445,-21.480545043945312 
0.08440376073122025,-21.472763061523438 
0.08432817459106445,-21.480545043945312 
0.08440376073122025,-21.472763061523438 
0.08432817459106445,-21.480545043945312 
0.08440376073122025,-21.472763061523438 
0.08432817459106445,-21.480545043945312 
0.07756877690553665,-22.206260681152344 
0.07112673670053482,-22.95934295654297 
0.06513204425573349,-23.724105834960938 
0.059444867074489594,-24.517711639404297 
0.054177433252334595,-25.323631286621094 
0.04920428246259689,-26.159942626953125 
0.04457288607954979,-27.018585205078125 
0.04031556844711304,-27.890544891357422 
0.0363270603120327,-28.795394897460938 
0.03268029913306236,-29.714279174804688 
0.02928255684673786,-30.66781997680664 
0.026193438097834587,-31.636150360107422 
0.023331886157393456,-32.6410026550293 
0.02071886509656906,-33.67267990112305 
0.01836460456252098,-34.720367431640625 
0.0162039827555418,-35.80756378173828 
0.014269823208451271,-36.91162872314453 
0.014249864965677261,-36.92378616333008 
0.014269823208451271,-36.91162872314453 
0.014249864965677261,-36.92378616333008 
0.014269823208451271,-36.91162872314453 
0.014249864965677261,-36.92378616333008 
0.014269823208451271,-36.91162872314453 
0.014249864965677261,-36.92378616333008 
0.012506438419222832,-38.05732727050781 
0.010922422632575035,-39.233619689941406 
0.009519018232822418,-40.428157806396484 
0.008253014646470547,-41.667747497558594 
0.007139561697840691,-42.92656707763672 
0.006142664235085249,-44.23286437988281 
0.00526378583163023,-45.57403564453125 
0.004499861970543861,-46.93601608276367 
0.004492097068578005,-46.951019287109375 
0.004499861970543861,-46.93601608276367 
0.004492097068578005,-46.951019287109375 
0.004499861970543861,-46.93601608276367 
0.004492097068578005,-46.951019287109375 
0.004499861970543861,-46.93601608276367 
0.004492097068578005,-46.951019287109375 
0.0038241257425397635,-48.34935760498047 
0.0032416670583188534,-49.784629821777344 
0.0027308547869324684,-51.27402877807617 
0.0022900246549397707,-52.80319595336914 
0.002285637427121401,-52.819854736328125 
0.0022900246549397707,-52.80319595336914 
0.002285637427121401,-52.819854736328125 
0.0022900246549397707,-52.80319595336914 
0.002285637427121401,-52.819854736328125 
0.0022900246549397707,-52.80319595336914 
0.002285637427121401,-52.819854736328125 
0.001915121334604919,-54.356075286865234 
0.0015908287605270743,-55.967529296875 
0.0013176522916182876,-57.60398483276367 
0.0010836581932380795,-59.302154541015625 
0.0008865779964253306,-61.04566192626953 
0.0007230840856209397,-62.81622314453125 
0.0005852245376445353,-64.65354919433594 
0.00047209649346768856,-66.5193862915039 
0.0003777638776227832,-68.4555892944336 
0.00030123715987429023,-70.42182922363281 
0.0002381710655754432,-72.46221923828125 
0.0001871309068519622,-74.55709075927734 
0.0001464794622734189,-76.68446350097656 
0.00011360488861100748,-78.89205932617188 
0.00008776160393608734,-81.1339111328125 
0.00006714047776767984,-83.46031188964844 
0.00005099870031699538,-85.84881591796875 
0.00003857276897178963,-88.27438354492188 
0.000028868829758721404,-90.79141235351562 
0.00002150920954591129,-93.3475112915039 
0,-100
